,Europeana ID,Title,Year,Duration,Composer,DateOfBirth,DateOfDeath,Biography,Publisher,Place
711,496/BRI0436292,Fuori come va? ,2008,30073,Luciano Ligabue,1960-03-13,,"Luciano Ligabue (born 13 March 1960), commonly known as Ligabue, is an Italian singer-songwriter, film director and writer.",Warner Music,
712,446/LO11293975,"Cercavamo il silenzio... : concerto al Teatro Sannazaro, Napoli / Marlene Kunt",2009,30073,Marlene Kuntz,,,,Ala Bianca,
713,2059210/data_sounds_http___archive_org_download_hbr2007_01_19_sbd_flac16_hbr2007_01_19d1t02ImGoingUpOnTheMountain_mp3,I'm Going Up On The Mountain,2007,251167,Hot Buttered Rum,,,"Hot Buttered Rum (also known as Hot Buttered Rum String Band and HBRSB) is an American five-piece progressive bluegrass act based in the San Francisco Bay Area.The group performs frequently at music festivals, including the Telluride Bluegrass Festival, Newport Folk Festival, South by Southwest, High Sierra Music Festival, Bonnaroo Music Festival, Grey Fox Bluegrass Festival, and Hardly Strictly Bluegrass Festival. They have also headlined The Fillmore in their home city of San Francisco and have performed with a wide array of artists, including Phil Lesh, Ben Harper, Chris Thile, Bela Fleck, Peter Rowan, and Bill Nershi.Their song ""Right Between Your Eyes"" is the theme music for the PBS TV show, ""Cook's Country"".",,
714,496/LO11418284,Requiem ,2010,30073,Giuseppe Verdi,,,,Sony Music Entertainment,
715,446/MOD1568344,Metà,2010,30073,Sonohra,,,,Sony Music Entertainment,
716,496/MIL0865464,Stabat Mater ; Nisi Dominus ,2001,30073,Antonio Vivaldi,,,,Virgin Classics,
717,496/MIL0870750,"...na voce, na chitarra : Antologia Napoletana",2004,30073,Carlo Missaglia,,,,Lucky planets,
718,496/URB0885219,Mosè in Egitto ,2008,30073,Gioachino Rossini,,,,Decca Classics,
719,446/MIL0864031,Notes from the Whistler,2008,30073,Alessandro Alessandroni,1925-03-18,,"Alessandro Alessandroni (born March 18, 1925 in Rome) is an Italian musician. He plays multiple instruments, including the guitar, mandolin, mandolincello, sitar, accordion, and piano, and has composed over 40 film scores and countless library music.",Edel,
720,2059210/data_sounds_http___archive_org_download_oprh2007_08_23_flac16_oprh2007_08_23t06_mp3,Sick Day,2007,216581,optimus rhyme,,,"Optimus Rhyme was a hip hop group from Seattle, Washington. Optimus Rhyme is most widely considered a nerdcore hip hop group because of the nerdy nature of their lyrics. The name of the band as well as the stage names of the members and a majority of their lyrics refer to the Transformers franchise. Their music is a combination of rapped hip hop lyrics with funk-rock music. Optimus Rhyme formed in Seattle in 2001.",,
721,446/LO11230490,Amore infinito : canzoni ispirate alle poesie di Giovanni Paolo,2008,30073,Plácido Domingo,,,,Deutsche Grammophon,
722,496/MIL0872836,5: Music for cinema / Ennio Morricone,2008,30073,Ennio Morricone,,,,GDM,
723,446/TSA1361659,"Bajazet ; [interpreti] Ildebrando D'Arcangelo, David Daniels, Patrizia Ciofi, Vivica Genaux, Marijana Mijanovič, Elina Garanča ; Europa Galante ; [direttore] Fabio Biond",2010,30073,Antonio Vivaldi,,,,Virgin Classics,
724,446/MIL0868361,Momenti / Alexandr,2010,30073,Alexandre,,,,Edel,
725,496/MIL0867225,Brivido caldo / Matia Baza,2000,30073,Matia Bazar,,,,Universal Music,
726,2059210/data_sounds_http___archive_org_download_DWatson2008_04_09_DWatson2008_04_09d1t20_mp3,38..21..34,2008,182204,Dale Watson,1962-10-07,,"Dale Watson (born October 7, 1962 in Birmingham, Alabama) is an American country/Texas Country singer, guitarist, songwriter, and self-published author based in Austin, Texas. He champions ""Ameripolitan"" as a new genre of original music and has positioned himself as a tattooed, stubbornly independent outsider who is interested in recording authentic country music. As a result, his record sales have been slow, but he has become a favorite of critics and alt-country fans.",,
727,446/MIL0881925,11: Il clan dei siciliani ,2012,30073,Ennio Morricone,,,,Sugar,
728,496/LO11344194,Live in Blue Note Milano ,2009,30073,Luca Jurman,,,,Nar international,
729,496/LO11378392,Meglio prima ,2011,30073,J-Ax,,,,Best Sound,
730,496/UBO3950823,La dolce vita ,2012,30073,Nino Rota,1911-12-03,1979-04-10,"Giovanni ""Nino"" Rota (3 December 1911 – 10 April 1979) was an Italian composer, pianist, conductor and academic who is best known for his film scores, notably for the films of Federico Fellini and Luchino Visconti. He also composed the music for two of Franco Zeffirelli's Shakespeare films, and for the first two films of Francis Ford Coppola's Godfather trilogy, receiving the Academy Award for Best Original Score for The Godfather Part II (1974). During his long career Rota was an extraordinarily prolific composer, especially of music for the cinema. He wrote more than 150 scores for Italian and international productions from the 1930s until his death in 1979—an average of three scores each year over a 46-year period, and in his most productive period from the late 1940s to the mid-1950s he wrote as many as ten scores every year, and sometimes more, with a remarkable thirteen film scores to his credit in 1954. Alongside this great body of film work, he composed ten operas, five ballets and dozens of other orchestral, choral and chamber works, the best known being his string concerto. He also composed the music for many theatre productions by Visconti, Zeffirelli and Eduardo De Filippo as well as maintaining a long teaching career at the Liceo Musicale in Bari, Italy, where he was the director for almost 30 years.",Sugar,
731,9200369/webclient_DeliveryManager_pid_8381010_custom_att_2_simple_viewer,Trascendental studies ; Hungarian rhapsodies,2012,30049,Franz Liszt,,,,Emi Classics,City of London
732,9200369/webclient_DeliveryManager_pid_8366574_custom_att_2_simple_viewer,"CD 1: Piano trio in D major, op. 70 no. 1 (Ghost) ; Piano trio in E flat major, op. 70 no. 2 ; Allegretto in B flat major Wo039",2011,30000,Ludwig van Beethoven,,,,Hyperion,City of London
733,496/MIL0875802,Un ballo in maschera,2011,30073,Giuseppe Verdi,1813-10-10,1901-01-27,"Giuseppe Fortunino Francesco Verdi (9 or 10 October 1813 – 27 January 1901) was an Italian Romantic composer primarily known for his operas. He is considered, together with Richard Wagner, the preeminent opera composer of the nineteenth century. Verdi dominated the Italian opera scene after the eras of Bellini, Donizetti and Rossini. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture, as ""La donna è mobile"" from Rigoletto, ""Libiamo ne' lieti calici"" (The Drinking Song) from La traviata, ""Va, pensiero"" (The Chorus of the Hebrew Slaves) from Nabucco, the ""Coro di zingari"" (Anvil Chorus) from Il trovatore and the ""Grand March"" from Aida.Moved by the death of compatriot Alessandro Manzoni, Verdi wrote Messa da Requiem in 1874 in Manzoni's honour, a work now regarded as a masterpiece of the oratorio tradition and a testimony to his capacity outside the field of opera. Visionary and politically engaged, he remains – alongside Garibaldi and Cavour – an emblematic figure of the reunification process of the Italian peninsula (the Risorgimento).",Sony Music Entertainment,
734,496/MIL0872871,10: Music for television / Ennio Morricone,2008,30073,Ennio Morricone,,,,GDM,
735,446/CFI0700351,Antologia chopiniana / pianista Giuseppe Digen,1998,30073,Fryderyk Franciszek Chopin,,,,Phono Comp,
736,496/LO11352697,Le ragazze fanno grandi sogni,1995,30073,Edoardo Bennato,1949-06-23,,"Edoardo Bennato (born July 23, 1946, Naples, Campania, Italy) is an Italian singer-songwriter. He is the brother of the singer-songwriter Eugenio Bennato.",Edizioni musicali Cinquantacinque,
737,446/MIL0883138,Heroes : opera arias / Vivaldi ; Philippe Jaroussky ; Jean-Christophe Spinosi ; Ensemble Matheu,2006,30073,Antonio Vivaldi,,,,Virgin Classics,
738,496/UBO4048503,Caduta massi ,2011,30073,Donatella Rettore,1955-07-08,,"Donatella Rettore is an Italian singer and songwriter (born July 8, 1955 in Castelfranco Veneto, Province of Treviso). She started her career in 1973 and her early recordings was oriented to the popular and melodic Italian music. She became successful just in 1979, and for about five years she was the most popular and female best selling in Italy second only to Mina. Her most popular hits are: Splendido Splendente (Splendid Shining), Kobra, Donatella, Lamette (Razor Blades), This Time, Io Ho Te (I've Got You), Amore Stella (Love Star) e Di Notte Specialmente (Especially By Night). Most albums are a mixture of pop, rock, disco music and ska. After 1983 she started her slow decline, and she had to wait 1994 to enter once again in the top 10 Italian charts. Recently she released Stralunata, a double cd set & dvd about her career, her music and her TV performances, which entered directly to n. 2 and stayed in top 10 Italian dvd charts for two months.",Edel,
739,496/MIL0876439,1: Carmen / Bizet ,2010,30073,Georges Bizet,1838-10-25,1875-06-03,"Georges Bizet (25 October 1838 – 3 June 1875), registered at birth as Alexandre César Léopold Bizet, was a French composer of the romantic era. Best known for his operas in a career cut short by his early death, Bizet achieved few successes before his final work, Carmen, which has become one of the most popular and frequently performed works in the entire opera repertoire.During a brilliant student career at the Conservatoire de Paris, Bizet won many prizes, including the prestigious Prix de Rome in 1857. He was recognised as an outstanding pianist, though he chose not to capitalise on this skill and rarely performed in public. Returning to Paris after almost three years in Italy, he found that the main Parisian opera theatres preferred the established classical repertoire to the works of newcomers. His keyboard and orchestral compositions were likewise largely ignored; as a result, his career stalled, and he earned his living mainly by arranging and transcribing the music of others. Restless for success, he began many theatrical projects during the 1860s, most of which were abandoned. Neither of his two operas that reached the stage in this time—Les pêcheurs de perles and La jolie fille de Perth—were immediately successful.After the Franco-Prussian War of 1870–71, during which Bizet served in the National Guard, he had little success with his one-act opera Djamileh, though an orchestral suite derived from his incidental music to Alphonse Daudet's play L'Arlésienne was instantly popular.[citation needed] The production of Bizet's final opera, Carmen, was delayed because of fears that its themes of betrayal and murder would offend audiences. After its premiere on 3 March 1875, Bizet was convinced that the work was a failure; he died of a heart attack three months later, unaware that it would prove a spectacular and enduring success.Bizet's marriage to Geneviève Halévy was intermittently happy and produced one son. After his death, his work, apart from Carmen, was generally neglected. Manuscripts were given away or lost, and published versions of his works were frequently revised and adapted by other hands. He founded no school and had no obvious disciples or successors. After years of neglect, his works began to be performed more frequently in the 20th century. Later commentators have acclaimed him as a composer of brilliance and originality whose premature death was a significant loss to French musical theatre.",Sugar,
740,2059210/data_sounds_http___archive_org_download_bc2005_06_30_flac16_bc2005_06_30t16_mp3,Strayz,2011,202214,Billy Corgan,1967-03-17,,"William Patrick ""Billy"" Corgan Jr. (born March 17, 1967) is an American musician, producer, lyricist, writer, and poet, best known as the frontman and sole permanent member of The Smashing Pumpkins. Formed by Corgan and guitarist James Iha in Chicago, Illinois, in 1987, the band quickly gained steam with the addition of bassist D'arcy Wretzky and drummer Jimmy Chamberlin. The band's direction has largely been driven by Corgan through his confessional lyrics, grandiose production values, and virtuosic musical interplay, notably with Chamberlin. In three years, The Smashing Pumpkins had transformed themselves into a major label success. Strong album sales and large-scale tours propelled the band's increasing fame in the 1990s, while Chamberlin's drug problems escalated until he had to be fired. The Pumpkins continued as a three-piece until Chamberlin rejoined the band in 1999, then broke up in 2000. Corgan started a new band with Chamberlin right away, called Zwan, and after their demise, he released a solo album (TheFutureEmbrace) and a collection of poetry (Blinking with Fists) before setting his sights on reforming the Smashing Pumpkins. He has also assisted Breaking Benjamin in making their album We Are Not Alone.The new version of that band, consisting of Corgan, Chamberlin, and a revolving tour lineup, released an album in 2007 and followed it with extensive touring over the next year and a half. Chamberlin left the Smashing Pumpkins in March 2009, while Corgan has continued to record and tour with a new lineup.",,Britain
741,446/MIL0881374,Nabucco  ,2010,30073,Giuseppe Verdi,1813-10-10,1901-01-27,"Giuseppe Fortunino Francesco Verdi (9 or 10 October 1813 – 27 January 1901) was an Italian Romantic composer primarily known for his operas. He is considered, together with Richard Wagner, the preeminent opera composer of the nineteenth century. Verdi dominated the Italian opera scene after the eras of Bellini, Donizetti and Rossini. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture, as ""La donna è mobile"" from Rigoletto, ""Libiamo ne' lieti calici"" (The Drinking Song) from La traviata, ""Va, pensiero"" (The Chorus of the Hebrew Slaves) from Nabucco, the ""Coro di zingari"" (Anvil Chorus) from Il trovatore and the ""Grand March"" from Aida.Moved by the death of compatriot Alessandro Manzoni, Verdi wrote Messa da Requiem in 1874 in Manzoni's honour, a work now regarded as a masterpiece of the oratorio tradition and a testimony to his capacity outside the field of opera. Visionary and politically engaged, he remains – alongside Garibaldi and Cavour – an emblematic figure of the reunification process of the Italian peninsula (the Risorgimento).",Emi Classics,
742,496/LO11336187,Rigoletto ,2009,30073,Giuseppe Verdi,1813-10-10,1901-01-27,"Giuseppe Fortunino Francesco Verdi (9 or 10 October 1813 – 27 January 1901) was an Italian Romantic composer primarily known for his operas. He is considered, together with Richard Wagner, the preeminent opera composer of the nineteenth century. Verdi dominated the Italian opera scene after the eras of Bellini, Donizetti and Rossini. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture, as ""La donna è mobile"" from Rigoletto, ""Libiamo ne' lieti calici"" (The Drinking Song) from La traviata, ""Va, pensiero"" (The Chorus of the Hebrew Slaves) from Nabucco, the ""Coro di zingari"" (Anvil Chorus) from Il trovatore and the ""Grand March"" from Aida.Moved by the death of compatriot Alessandro Manzoni, Verdi wrote Messa da Requiem in 1874 in Manzoni's honour, a work now regarded as a masterpiece of the oratorio tradition and a testimony to his capacity outside the field of opera. Visionary and politically engaged, he remains – alongside Garibaldi and Cavour – an emblematic figure of the reunification process of the Italian peninsula (the Risorgimento).",Sony Music Entertainment,
743,9200369/webclient_DeliveryManager_pid_8403601_custom_att_2_simple_viewer,24 preludes,2010,30049,Sergej Vasilʹevič Rahmaninov,,,,Hyperion,City of London
744,496/MIL0865371,Il linguaggio della resa,2010,30073,Tony Maiello,,,,Edel,
745,496/MIL0868178,Ottantavogliadicantare 2 / Roberto Murol,1990,30073,Roberto Murolo,,,,Lucky planets,
746,496/LO11340419,Le Origini ,2010,30073,Modà,,,,New Music International,
747,496/MIL0882919,Luisa Miller Levine [dir.],2009,30073,Giuseppe Verdi,1813-10-10,1901-01-27,"Giuseppe Fortunino Francesco Verdi (9 or 10 October 1813 – 27 January 1901) was an Italian Romantic composer primarily known for his operas. He is considered, together with Richard Wagner, the preeminent opera composer of the nineteenth century. Verdi dominated the Italian opera scene after the eras of Bellini, Donizetti and Rossini. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture, as ""La donna è mobile"" from Rigoletto, ""Libiamo ne' lieti calici"" (The Drinking Song) from La traviata, ""Va, pensiero"" (The Chorus of the Hebrew Slaves) from Nabucco, the ""Coro di zingari"" (Anvil Chorus) from Il trovatore and the ""Grand March"" from Aida.Moved by the death of compatriot Alessandro Manzoni, Verdi wrote Messa da Requiem in 1874 in Manzoni's honour, a work now regarded as a masterpiece of the oratorio tradition and a testimony to his capacity outside the field of opera. Visionary and politically engaged, he remains – alongside Garibaldi and Cavour – an emblematic figure of the reunification process of the Italian peninsula (the Risorgimento).",Sony Music Entertainment,
748,446/MIL0878083,Trumpet concertos ,2012,30073,Antonio Vivaldi,,,,Sony Music Entertainment,
749,496/RAV1939690,El Diablo ,2010,30073,Litfiba,,,,Rhino,
750,496/MIL0881973,Edoardo Bennato ,2008,30073,Edoardo Bennato,1949-06-23,,"Edoardo Bennato (born July 23, 1946, Naples, Campania, Italy) is an Italian singer-songwriter. He is the brother of the singer-songwriter Eugenio Bennato.",Edel,
751,2059210/data_sounds_http___archive_org_download_DWatson2008_04_09_DWatson2008_04_09d1t09_mp3,Workin' Man Blues,2008,237113,Dale Watson,1962-10-07,,"Dale Watson (born October 7, 1962 in Birmingham, Alabama) is an American country/Texas Country singer, guitarist, songwriter, and self-published author based in Austin, Texas. He champions ""Ameripolitan"" as a new genre of original music and has positioned himself as a tattooed, stubbornly independent outsider who is interested in recording authentic country music. As a result, his record sales have been slow, but he has become a favorite of critics and alt-country fans.",,
752,496/UBO3572984,Rap n' Roll ,2009,30073,J-Ax,,,,Best Sound,
753,496/MIL0864254,Giordano Bruno : colonna sonora originale ,2009,30073,Ennio Morricone,,,,GDM,
754,2059210/data_sounds_http___archive_org_download_abird2003_05_17_flacf_abird2003_05_17t04_mp3,Why?,2004,285153,Andrew Bird,1973-07-11,,"Andrew Wegman Bird (born July 11, 1973) is an American musician, songwriter, and multi-instrumentalist.",,Greece
755,9200369/webclient_DeliveryManager_pid_7378939_custom_att_2_simple_viewer,La forza del destino,2002,30049,Giuseppe Verdi,1813-10-10,1901-01-27,"Giuseppe Fortunino Francesco Verdi (9 or 10 October 1813 – 27 January 1901) was an Italian Romantic composer primarily known for his operas. He is considered, together with Richard Wagner, the preeminent opera composer of the nineteenth century. Verdi dominated the Italian opera scene after the eras of Bellini, Donizetti and Rossini. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture, as ""La donna è mobile"" from Rigoletto, ""Libiamo ne' lieti calici"" (The Drinking Song) from La traviata, ""Va, pensiero"" (The Chorus of the Hebrew Slaves) from Nabucco, the ""Coro di zingari"" (Anvil Chorus) from Il trovatore and the ""Grand March"" from Aida.Moved by the death of compatriot Alessandro Manzoni, Verdi wrote Messa da Requiem in 1874 in Manzoni's honour, a work now regarded as a masterpiece of the oratorio tradition and a testimony to his capacity outside the field of opera. Visionary and politically engaged, he remains – alongside Garibaldi and Cavour – an emblematic figure of the reunification process of the Italian peninsula (the Risorgimento).",Naxos,
756,446/MIL0879104,Verdi and Puccini duets,2012,30073,Giacomo Puccini,,,,RCA,
757,496/MIL0871559,Vespro della Beata Vergine ,2010,30073,Claudio Monteverdi,1567-05-15,1643-11-29,"Claudio Giovanni Antonio Monteverdi (15 May 1567 (baptized) – 29 November 1643) was an Italian composer, gambist, singer and Roman Catholic priest.Monteverdi's work, often regarded as revolutionary, marked the transition from the Renaissance style of music to that of the Baroque period. He developed two individual styles of composition – the heritage of Renaissance polyphony and the new basso continuo technique of the Baroque. Monteverdi wrote one of the earliest operas, L'Orfeo, an innovative work that is the earliest surviving opera that is still regularly performed. He was recognized as an innovative composer and enjoyed considerable fame in his lifetime.",Virgin Classics,
758,2059210/data_sounds_http___archive_org_download_marcobenevento2014_09_16_tlm170_flac16_marcobenevento2014_09_16t26_mp3,The Enabler,2014,152686,Marco Benevento,1977-07-22,,"Marco Benevento (born July 22, 1977 in Livingston, New Jersey) is a pianist, songwriter, multi-instrumentalist, producer who has been a member of the New York experimental music rock and jazz scene since 1999. He is the founder and recording engineer of Fred Short, a recording studio in Upstate New York.",,
759,9200369/webclient_DeliveryManager_pid_7652788_custom_att_2_simple_viewer,Der Freischütz,1998,30000,CarlMaria:von Weber,,,,Deutsche Grammophon,Berlin
760,2059210/data_sounds_http___archive_org_download_gdg2010_01_10_live2cd_flac16_gavindegraw2010_01_10d1t05_mp3,Meaning,2010,215327,Gavin DeGraw,1977-02-04,,"Gavin Shane DeGraw (born February 4, 1977) is an American musician and singer-songwriter. He is known for his songs ""Chariot"", ""Follow Through"", ""I Don't Want to Be"" (which is the theme song for the television drama series One Tree Hill), ""In Love with a Girl"", ""Not Over You"", ""Soldier"", ""Sweeter"", and ""Best I Ever Had"". DeGraw has sold more than a million records in the US.",,
761,496/UBO3556723,Dentro ogni casa ,2009,30073,Pacifico,,,,Sugar,
762,496/REA0284678,Orlando furioso / Vivaldi Claudio Scimone [direttore,2010,30073,Antonio Vivaldi,,,,Erato,
763,2059210/data_sounds_http___archive_org_download_mj2007_02_23_shnf_mj_2007_02_23t02_mp3,Fighter Girl,2010,258638,Mason Jennings,1975-03-19,,"Mason Jennings (born March 19, 1975 in Honolulu, Hawaii) is an American pop-folk singer-songwriter. He is well known for his simple yet catchy melodies, intimate lyrics, literary and historical themes, and distinctive voice. His music has appeared in the surf film Shelter and he has toured extensively.",,Russia
764,2059210/data_sounds_http___archive_org_download_kw1999_08_07_shnf_keller1999_08_07t03_mp3,Breathe,2003,237375,Keller Williams,1970-02-04,,"Keller Williams (born February 4, 1970) is an American musician from Fredericksburg, Virginia, who began performing in the early 1990s. He is also known by the name K-Dub when performing. Williams' music combines elements of bluegrass, folk, alternative rock, reggae, electronica/dance, jazz, funk, and other assorted genres. He is often described as a 'one-man jam-band' due to his frequent use of live phrase looping with multiple instruments.",,
765,9200369/webclient_DeliveryManager_pid_8383654_custom_att_2_simple_viewer,Jeu de cartes ; Agon ; Orpheus,2009,133616,Igor Stravinsky,,,,Hyperion,City of London
766,446/LO11331898,Don Carlo,2009,30073,Giuseppe Verdi,1813-10-10,1901-01-27,"Giuseppe Fortunino Francesco Verdi (9 or 10 October 1813 – 27 January 1901) was an Italian Romantic composer primarily known for his operas. He is considered, together with Richard Wagner, the preeminent opera composer of the nineteenth century. Verdi dominated the Italian opera scene after the eras of Bellini, Donizetti and Rossini. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture, as ""La donna è mobile"" from Rigoletto, ""Libiamo ne' lieti calici"" (The Drinking Song) from La traviata, ""Va, pensiero"" (The Chorus of the Hebrew Slaves) from Nabucco, the ""Coro di zingari"" (Anvil Chorus) from Il trovatore and the ""Grand March"" from Aida.Moved by the death of compatriot Alessandro Manzoni, Verdi wrote Messa da Requiem in 1874 in Manzoni's honour, a work now regarded as a masterpiece of the oratorio tradition and a testimony to his capacity outside the field of opera. Visionary and politically engaged, he remains – alongside Garibaldi and Cavour – an emblematic figure of the reunification process of the Italian peninsula (the Risorgimento).",Sony Music Entertainment,
767,9200369/webclient_DeliveryManager_pid_8380144_custom_att_2_simple_viewer,Waltzes & Polkas,1996,30049,Johann Strauss,,,,Deutsche Grammophon,Berlin
768,9200369/webclient_DeliveryManager_pid_8377827_custom_att_2_simple_viewer,"The late string quartets opp. 127, 130, 131, 132, 135 & op. 133 Grosse Fuge",2010,30049,Ludwig van Beethoven,,,,Harmonia mundi USA,
769,2059210/data_sounds_http___archive_org_download_mbt2011_06_24_mk4_taraszki_flac24_mbt2011_06_24t_15_mp3,Fearless,2011,288024,Marco Benevento,1977-07-22,,"Marco Benevento (born July 22, 1977 in Livingston, New Jersey) is a pianist, songwriter, multi-instrumentalist, producer who has been a member of the New York experimental music rock and jazz scene since 1999. He is the founder and recording engineer of Fred Short, a recording studio in Upstate New York.",,
770,496/LO11372645,The best of Suede,2010,30073,Suede,,,"Suede is an American pop, cabaret and jazz singer. She was born in Nyack, New York and went to high school in Severna Park, Maryland. She began playing music in high school, getting bar gigs before she even graduated. She lived in Baltimore for the majority of the 80's and became a fixture at many local clubs. Suede's popularity in the adult contemporary circles steadily increased and she began playing sold-out shows in some of the US's most respected concert halls. She is best known for successfully suing the British band Suede for the rights to the name, meaning that the band's subsequent albums were released in the US under the name ""The London Suede"".In addition to being a vocalist, Suede plays many instruments; trumpet, piano, and guitar. She currently lives in Cape Cod.Suede toured briefly with The Flirtations and was on their album, Three.",Edel,
771,446/MIL0879360,Ernani,2012,30073,Giuseppe Verdi,1813-10-10,1901-01-27,"Giuseppe Fortunino Francesco Verdi (9 or 10 October 1813 – 27 January 1901) was an Italian Romantic composer primarily known for his operas. He is considered, together with Richard Wagner, the preeminent opera composer of the nineteenth century. Verdi dominated the Italian opera scene after the eras of Bellini, Donizetti and Rossini. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture, as ""La donna è mobile"" from Rigoletto, ""Libiamo ne' lieti calici"" (The Drinking Song) from La traviata, ""Va, pensiero"" (The Chorus of the Hebrew Slaves) from Nabucco, the ""Coro di zingari"" (Anvil Chorus) from Il trovatore and the ""Grand March"" from Aida.Moved by the death of compatriot Alessandro Manzoni, Verdi wrote Messa da Requiem in 1874 in Manzoni's honour, a work now regarded as a masterpiece of the oratorio tradition and a testimony to his capacity outside the field of opera. Visionary and politically engaged, he remains – alongside Garibaldi and Cavour – an emblematic figure of the reunification process of the Italian peninsula (the Risorgimento).",Warner Music ,
772,9200369/webclient_DeliveryManager_pid_8397581_custom_att_2_simple_viewer,String Quintets ; Minuet in A,2001,30049,Luigi Boccherini,1743-02-19,1805-05-28,"Luigi Rodolfo Boccherini (February 19, 1743 – May 28, 1805) was an Italian classical era composer and cellist whose music retained a courtly and galante style while he matured somewhat apart from the major European musical centers. Boccherini is most widely known for one particular minuet from his String Quintet in E, Op. 11, No. 5 (G 275), and the Cello Concerto in B flat major (G 482). The latter work was long known in the heavily altered version by German cellist and prolific arranger Friedrich Grützmacher, but has recently been restored to its original version. Boccherini composed several guitar quintets including the ""Fandango"" which was influenced by Spanish music. His biographer Elisabeth Le Guin noted among Boccherini's musical qualities ""an astonishing repetitiveness, an affection for extended passages with fascinating textures but virtually no melodic line, an obsession with soft dynamics, a unique ear for sonority, and an unusually rich palette of introverted and mournful affects.""",Virgin Classics,City of London
773,2059210/data_sounds_http___archive_org_download_abird2003_05_17_flacf_abird2003_05_17t07_mp3,Happy Day,2004,250201,Andrew Bird,1973-07-11,,"Andrew Wegman Bird (born July 11, 1973) is an American musician, songwriter, and multi-instrumentalist.",,Greece
774,9200369/webclient_DeliveryManager_pid_7654692_custom_att_2_simple_viewer,Madrigali 1,2003,137561,Claudio Monteverdi,1567-05-15,1643-11-29,"Claudio Giovanni Antonio Monteverdi (15 May 1567 (baptized) – 29 November 1643) was an Italian composer, gambist, singer and Roman Catholic priest.Monteverdi's work, often regarded as revolutionary, marked the transition from the Renaissance style of music to that of the Baroque period. He developed two individual styles of composition – the heritage of Renaissance polyphony and the new basso continuo technique of the Baroque. Monteverdi wrote one of the earliest operas, L'Orfeo, an innovative work that is the earliest surviving opera that is still regularly performed. He was recognized as an innovative composer and enjoyed considerable fame in his lifetime.",Virgin Classics,City of London
775,496/LO11369004,Riza ,2009,30073,Ghetonia,,,,IWM,
776,9200369/webclient_DeliveryManager_pid_8376084_custom_att_2_simple_viewer,CD 2: Symphony no. 2,2008,30000,Felix Mendelssohn-Bartholdy,,,,Deutsche Grammophon,Berlin
777,2059210/data_sounds_http___archive_org_download_vanderark2009_09_27_flac16_vanderark2009_09_27d01t03_mp3,Complimentary Love,2009,172434,Brian Vander Ark,1966-06-19,,Brian Vander Ark is an American singer-songwriter best known as lead singer for the band The Verve Pipe.,,Georgia
